Battletag,Paragon,Rank,Rift level,Time,Completed on
somi#1770,1591,501,117,723200,2019-03-05
Dizease#1325,1787,502,117,728283,2019-02-25
Telesko#1931,1466,503,117,731200,2019-03-19
captaincbr#1677,1862,504,117,740816,2019-02-28
Lovecraft#1260,1922,505,117,747149,2019-04-05
Speco#1757,1284,506,117,747150,2019-02-02
Revenge#12155,2463,507,117,747266,2019-02-24
MusTTanG#1886,2250,508,117,747866,2019-03-30
MOMO#15529,1405,509,117,749283,2019-02-12
Armetisa#1317,2936,510,117,749733,2019-03-31
WhiteArmy#1726,2707,511,117,750666,2019-04-04
sdUnit#11895,3581,512,117,760083,2019-04-01
BrokenSword#1973,2854,513,117,760750,2019-03-31
fcomp18#1781,1550,514,117,762299,2019-03-10
Tyberyous#1482,1978,515,117,764300,2019-03-03
TimeWaster#1912,2117,516,117,764850,2019-03-30
Tricarix#1619,2453,517,117,765999,2019-03-15
Pizzle#1874,1682,518,117,765999,2019-03-27
EscaLayer#6547,1458,519,117,766366,2019-03-10
Vividos#11109,2213,520,117,768250,2019-03-06
zio#1246,1594,521,117,768416,2019-02-21
在此示範南部操作#4544,1974,522,117,771566,2019-02-20
BoneBreaker#11949,2829,523,117,772633,2019-04-08
Andrea#1274,2476,524,117,772949,2019-04-06
CragHack#1302,1690,525,117,773083,2019-03-16
Soldier#1666,2332,526,117,777549,2019-03-29
BrightHammer#13770,1765,527,117,780483,2019-03-25
ESTIVADOR#11202,1821,528,117,785750,2019-03-12
仲夏星玥#4571,2176,529,117,786716,2019-03-16
Drazin#11208,3043,530,117,787132,2019-03-30
Hoblin#1659,1414,531,117,789949,2019-03-07
Pali#1521,1969,532,117,792050,2019-03-30
Garou#11888,1543,533,117,792650,2019-03-25
Magikkamann#1542,2728,534,117,793483,2019-03-11
GhostAgent#1499,2066,535,117,793783,2019-03-07
Snoochey#1796,2284,536,117,793950,2019-03-19
DarkKnight#12362,3465,537,117,794550,2019-03-20
Flab#1197,1554,538,117,801733,2019-03-09
龍之峰#3275,1422,539,117,802000,2019-03-30
Juba#1124,2030,540,117,802733,2019-03-21
MightyMatt#11463,1729,541,117,803899,2019-04-01
Phobias#21401,1446,542,117,804033,2019-02-19
Ceekay#1200,1521,543,117,805200,2019-03-09
Atropos#1784,1756,544,117,807200,2019-03-10
Gilligan#1569,1527,545,117,808466,2019-03-25
Vendron#1750,2616,546,117,809849,2019-03-29
ACE#3465,2627,547,117,811550,2019-04-02
Manderz#1711,1483,548,117,812116,2019-03-24
MegaCucumber#1208,1592,549,117,812999,2019-02-15
nykolaz#1956,1502,550,117,813249,2019-02-11
Aznpride389#1872,1814,551,117,813266,2019-04-06
Jd2018#1906,3258,552,117,814899,2019-03-30
acwo#3875,1388,553,117,815000,2019-02-28
Freakn#1454,1797,554,117,815566,2019-04-04
Seraph#1207,1734,555,117,815750,2019-04-01
Sore#1613,1235,556,117,817699,2019-02-15
breeze#12543,1408,557,117,820315,2019-02-10
ForTheHorde#14591,2213,558,117,821266,2019-03-10
gotcrypt#1164,1853,559,117,821549,2019-04-07
Slidewayz#1535,1402,560,117,821699,2019-03-09
oO7upOo#2608,1762,561,117,821715,2019-03-07
JamesMc#1962,1592,562,117,822350,2019-02-12
TedBroiler#1404,1700,563,117,823200,2019-02-11
Davesey#1909,1858,564,117,824200,2019-03-29
Zandor#1287,1712,565,117,826150,2019-03-08
Samuel#14632,1327,566,117,827000,2019-04-03
TheDon#11543,1413,567,117,827633,2019-03-20
tiagotwr#1249,2675,568,117,827783,2019-04-06
shezbak#1819,1891,569,117,829166,2019-03-14
ZeroCulll#1506,1574,570,117,830016,2019-02-13
birgs#1274,1267,571,117,832432,2019-02-02
RangerVern#1665,1462,572,117,832450,2019-02-24
DannyGlover#1323,1256,573,117,833166,2019-02-13
EoBoong#1555,1749,574,117,833283,2019-04-06
highlander#1255,1818,575,117,833783,2019-03-01
klulmh#1802,1233,576,117,834082,2019-02-13
Baron#1173,1956,577,117,834916,2019-04-07
Revive#1288,1582,578,117,835199,2019-03-12
Fallenex#1812,1394,579,117,836983,2019-03-10
Vanquish#1322,1481,580,117,837100,2019-03-19
VPcrunch#1596,1550,581,117,838833,2019-02-09
knulp80#1611,2344,582,117,842032,2019-03-17
TheWanderer#12939,2248,583,117,842365,2019-04-06
hspopoy#1536,2296,584,117,842932,2019-03-28
Alexander#1515,1627,585,117,843233,2019-03-05
Feardis#1830,1283,586,117,844500,2019-02-03
LuxuryMaster#1950,2687,587,117,844716,2019-03-27
ARAME#11843,2986,588,117,845182,2019-03-26
crocdundee#11449,1783,589,117,846066,2019-03-21
Lediath#1124,1689,590,117,846933,2019-03-19
DrFlick#1617,1429,591,117,847116,2019-02-23
italicliqued#1753,2466,592,117,847666,2019-03-28
Dorado#11978,2024,593,117,847799,2019-02-16
Heyduk#1316,1450,594,117,849866,2019-03-14
CAP#1894,1805,595,117,849866,2019-03-28
DDark#1496,1833,596,117,850666,2019-02-08
Ŧortuoso#1541,1420,597,117,850683,2019-01-27
dRseuss71#6232,2449,598,117,850766,2019-04-06
canetoad#1152,1900,599,117,850916,2019-03-23
Crayola#1426,1356,600,117,851649,2019-01-29
liu#3418,2183,601,117,851649,2019-04-05
bacura#1816,1378,602,117,851749,2019-03-30
chellboycwiz#1543,1365,603,117,851883,2019-02-20
Fakir#11319,1669,604,117,851900,2019-02-16
Bidadarik#1273,1788,605,117,853400,2019-03-14
Cuber#1339,2803,606,117,853816,2019-03-30
Cincinnati#11784,2016,607,117,854233,2019-04-01
dps2u#1205,1828,608,117,854316,2019-03-22
天兵無敵#4592,2941,609,117,854350,2019-03-18
Brio#1319,1680,610,117,854649,2019-02-25
HELLOMOSES#1532,1863,611,117,854983,2019-04-03
Careconis#1264,1537,612,117,855399,2019-03-28
Krombopulous#11317,1487,613,117,856549,2019-03-02
chungjen#3700,1839,614,117,856983,2019-03-26
HarryPlopper#11949,2532,615,117,857033,2019-02-22
Bola#1237,1615,616,117,857333,2019-02-15
PartiuPerder#1716,1566,617,117,857916,2019-03-25
Levi#12195,2323,618,117,858049,2019-03-28
Krovven#1128,1375,619,117,858283,2019-02-26
WorkingMan#11895,1635,620,117,858516,2019-03-05
Nannybear#11999,2047,621,117,859483,2019-02-16
gchin24#1600,1864,622,117,859816,2019-03-31
AK47#11180,2226,623,117,859983,2019-03-29
Thanos#1935,2832,624,117,860182,2019-03-28
hipptastic#1288,1730,625,117,860350,2019-02-28
HUCK0726#1256,1802,626,117,860733,2019-03-01
eagerreaver#1624,1383,627,117,861066,2019-04-01
Komi#1194,1634,628,117,861283,2019-04-04
JAMCAR8511#1426,1589,629,117,861549,2019-02-17
Tank#6925,2160,630,117,861616,2019-02-14
iRAGEirl#1358,2002,631,117,861999,2019-03-19
speed#1665,2632,632,117,862216,2019-03-22
Cycle#1191,1618,633,117,862283,2019-02-24
Moon#15966,1950,634,117,862466,2019-03-31
Gouchi#11848,1739,635,117,862483,2019-02-08
ElDiablo#6989,1805,636,117,862766,2019-02-17
kkmok#1730,1179,637,117,862849,2019-03-01
Kal#1474,2257,638,117,864366,2019-03-18
ZiZy#1186,2215,639,117,864400,2019-03-08
Sent#11565,1822,640,117,864499,2019-03-15
SeveroSnape#11603,1657,641,117,864600,2019-03-17
iVan#1860,1574,642,117,864733,2019-03-13
Denilson#1329,1901,643,117,866166,2019-03-23
whisperit#1808,1530,644,117,866283,2019-02-21
iGuDMaFF#1218,1303,645,117,866516,2019-03-31
Ultimate74#1263,1549,646,117,866700,2019-02-25
ProfBillups#1602,1899,647,117,866916,2019-03-24
MyndBender#11812,1593,648,117,867899,2019-03-15
Shockwave#12342,2032,649,117,868816,2019-04-08
PERSEUSZ1956#1526,2799,650,117,869183,2019-04-08
TheSunflower#1287,1474,651,117,869266,2019-03-02
Paladino44#1843,1695,652,117,869533,2019-03-14
SpandoraS#1977,1616,653,117,869816,2019-02-21
Scifu#1881,1548,654,117,870016,2019-02-05
IcyMercy#1560,2033,655,117,870466,2019-03-25
NinjaDookie#1332,1251,656,117,871899,2019-02-27
MAG#1659,1413,657,117,871900,2019-02-10
巧巧#3415,2407,658,117,872666,2019-02-21
Andy#12690,1801,659,117,873633,2019-03-11
Mitrius#1306,2036,660,117,873916,2019-03-28
coolstarz#1753,1630,661,117,874033,2019-03-04
Billy#1559,1756,662,117,874250,2019-03-02
DKHitoro#6321,2379,663,117,874900,2019-03-08
Aaron#1864,1277,664,117,875066,2019-02-11
lawzowned#1732,1436,665,117,875150,2019-03-11
Bigcore#1558,2033,666,117,875766,2019-03-04
xMchen#11938,2352,667,117,875833,2019-02-17
THORSHAMMER#1575,1569,668,117,876416,2019-02-24
awfulsplash#1615,2060,669,117,877033,2019-02-13
sAvior#1781,1530,670,117,878749,2019-02-11
Ganzer#11870,1355,671,117,879566,2019-03-29
BigNasty#1208,1360,672,117,879866,2019-03-30
joeyrodil#6530,2190,673,117,880683,2019-04-01
stngo1#1664,2021,674,117,881199,2019-04-07
Dabooty#1814,1543,675,117,881400,2019-02-07
Baminian#1862,1510,676,117,882316,2019-02-24
langman#1469,3004,677,117,884016,2019-03-18
GGG#32866,1754,678,117,884516,2019-03-13
Wholphe#1231,2422,679,117,885016,2019-02-28
Chazzeh#6267,1209,680,117,885533,2019-01-28
Rassassin#1857,1702,681,117,885616,2019-03-24
Angkor#1356,1377,682,117,886216,2019-02-21
NaruVick#1146,1866,683,117,887450,2019-02-26
AuZTrickz#1334,1279,684,117,887483,2019-01-25
RES25#1327,1800,685,117,887999,2019-03-26
robkabob#11823,1593,686,117,888266,2019-03-27
Alexize#1544,1559,687,117,888783,2019-04-01
MadDog#12968,2019,688,117,888816,2019-02-23
Tauros#1135,2086,689,117,889382,2019-03-22
Dale#1527,1464,690,117,890183,2019-02-15
Cyric#1154,1482,691,117,890183,2019-03-21
XxTrasHxX#1636,1582,692,117,890383,2019-04-05
Conanley#1626,1512,693,117,890799,2019-02-25
Knez#2739,2014,694,117,891166,2019-03-24
DDATKER#1547,2416,695,117,891432,2019-03-27
Sabre#1265,1966,696,117,891449,2019-03-29
Oresama#3853,1197,697,117,891633,2019-02-16
elchavo1#1737,1619,698,117,891999,2019-02-14
JohnC#11319,2009,699,117,892099,2019-03-13
VicDrive#1850,1812,700,117,892316,2019-02-10
鋼鐵手指#3164,1380,701,117,892482,2019-03-11
Tekzis#1217,1711,702,117,892699,2019-04-04
Laud#1704,1582,703,117,892816,2019-02-08
KZY#11634,1545,704,117,893300,2019-03-28
Chino143#1110,1660,705,117,893549,2019-02-17
OleDadCD#1162,1348,706,117,893883,2019-03-18
ELPOGO#11118,1250,707,117,893899,2019-02-08
GiantDwarf#1112153,1506,708,117,893983,2019-02-23
mts#1947,1324,709,117,894199,2019-02-08
DesalmadO#1797,1879,710,117,894383,2019-03-30
MaxM#11227,1789,711,117,895400,2019-03-09
Sdraco#1364,2065,712,117,895816,2019-03-30
keteriwa#1328,1625,713,117,896166,2019-02-21
Sash#1699,2020,714,117,896199,2019-03-05
LittleTiger#1193,1873,715,117,896266,2019-03-31
Thresh#11669,1375,716,117,896950,2019-02-12
Littz#1471,2114,717,117,897149,2019-03-29
Kirisutokyo#1947,1613,718,117,897683,2019-03-02
Joker#1355,1858,719,117,897966,2019-02-09
Darcco#1648,2523,720,117,898250,2019-04-06
ThePotz#1746,1140,721,117,898500,2019-01-26
Mahsta#1839,1726,722,117,898933,2019-03-17
Blove#1309,2476,723,117,899133,2019-02-22
Baphometh#1434,1619,724,117,899433,2019-03-20
Huntt#1208,1988,725,117,899532,2019-03-05
烏啦啦#4335,2021,726,117,899916,2019-02-18
Allochka#1838,3158,727,116,587783,2019-03-21
M1SHAKE#11195,3334,728,116,588450,2019-03-22
clay#1999,3624,729,116,588999,2019-03-30
Zefi#1332,3014,730,116,606699,2019-03-25
salvatore33#1638,3345,731,116,619183,2019-04-08
DeathSt0lker#1406,2094,732,116,619449,2019-02-02
Grief#12415,2314,733,116,629283,2019-03-24
Oversight#1879,1997,734,116,643800,2019-02-16
mars#13227,2445,735,116,649616,2019-02-28
DarkAngel#1136,2027,736,116,661165,2019-03-09
Strongbow#1540,1871,737,116,666166,2019-04-01
KcKasso#2926,1764,738,116,667300,2019-03-13
Iverson2011#1509,2569,739,116,668166,2019-03-28
BabaYaga#11156,1600,740,116,675549,2019-04-04
Rockonz#11603,1413,741,116,679900,2019-01-26
Overrated#1432,2722,742,116,680616,2019-04-05
Fly#12131,3039,743,116,692150,2019-04-02
Marco#1479,2807,744,116,692433,2019-03-20
kripp#1423,2223,745,116,700800,2019-02-05
Kyle#16322,2046,746,116,701182,2019-02-02
tikdo#1220,2371,747,116,708200,2019-03-04
DiiViiNii#1273,1801,748,116,714182,2019-03-08
Snakeeyes#1845,1563,749,116,716383,2019-03-10
phil#1513,1832,750,116,719082,2019-02-16
Astoundment#1775,1349,751,116,719366,2019-02-02
Sin#1896,1322,752,116,721216,2019-03-21
JessterAus#1638,2216,753,116,721650,2019-03-30
BB9#11464,2820,754,116,724850,2019-03-08
Gugi#1477,2029,755,116,726733,2019-02-27
SituAsian#1868,1477,756,116,731833,2019-02-13
Profile#1884,1611,757,116,732683,2019-03-27
PeU#1415,1674,758,116,733583,2019-02-05
Wookievelcro#1968,2351,759,116,737733,2019-04-04
XueGao#1445,2060,760,116,743149,2019-03-08
guitarlucas#1583,1470,761,116,743366,2019-03-09
Widelload#1168,3115,762,116,743950,2019-03-14
moon#15394,1441,763,116,745900,2019-03-28
cauliFlwrPwr#1907,1907,764,116,746866,2019-03-22
iMPULSE#1994,1879,765,116,748750,2019-03-16
binhphung#1713,1957,766,116,751550,2019-03-30
STR#11665,1564,767,116,752750,2019-03-28
Shark#1330,2417,768,116,753066,2019-04-01
hellr00t#1188,2356,769,116,756083,2019-03-03
PedroDoom#1596,1244,770,116,757150,2019-03-04
cslip86#1760,2074,771,116,757949,2019-03-12
Blackstar#1234,1726,772,116,758183,2019-02-23
NotBilly#11930,1340,773,116,758999,2019-02-24
HealFiveDogs#1458,1375,774,116,759383,2019-01-27
Doc#13837,1925,775,116,760033,2019-03-29
BilliMaci#1560,2058,776,116,762816,2019-03-06
fxdx#1177,1935,777,116,763200,2019-04-07
jerry#1836,1372,778,116,763583,2019-03-09
bucsta#1300,1182,779,116,766500,2019-03-09
Souls#11489,1238,780,116,772116,2019-02-04
CarlGustav#1287,1433,781,116,772699,2019-04-05
Drunkengamer#1462,1906,782,116,773583,2019-04-03
Sparhawk#6813,2455,783,116,774399,2019-03-30
hellcat#12267,2430,784,116,775350,2019-03-25
LEOLUCAS#11472,2596,785,116,776266,2019-04-06
DJPP#1679,1433,786,116,776466,2019-03-31
Photobooth#1667,1354,787,116,778800,2019-02-10
Bebo#11828,1452,788,116,778850,2019-02-26
Vath#1303,2106,789,116,780683,2019-02-23
LatexFree#1764,2091,790,116,780832,2019-02-12
Manny#1348,1462,791,116,781133,2019-01-29
Rallits#1134,1934,792,116,781216,2019-03-19
Panther#1158,1691,793,116,781766,2019-04-06
Madrak#1705,1481,794,116,784000,2019-03-09
Rhymer#1365,1521,795,116,784250,2019-03-19
Lowrah#1450,2287,796,116,786533,2019-03-23
Artanis#1884,1418,797,116,787499,2019-03-06
DeF#1927,1861,798,116,788049,2019-04-07
Pilo#1516,1994,799,116,789283,2019-04-01
Chimp#1719,1448,800,116,789433,2019-03-30
CelticFROST#6817,2115,801,116,789533,2019-03-04
UrSoulisMine#3284,1307,802,116,789550,2019-03-09
pwn3dl0l#1825,1349,803,116,790266,2019-01-27
SEN#4710,2048,804,116,790782,2019-03-15
Cassondra#1606,1785,805,116,791083,2019-02-07
Badcop23#2415,2004,806,116,793032,2019-03-16
Hotstreak69#1635,1545,807,116,793150,2019-03-17
Etiainen#1227,1271,808,116,794800,2019-02-17
Bleep#11165,3025,809,116,794900,2019-03-15
CiPPy#1667,1456,810,116,795149,2019-02-14
Paul25#3234,1611,811,116,795233,2019-04-05
Jiraya#1710,1638,812,116,796816,2019-02-03
BlazeCat#1517,1128,813,116,799250,2019-03-07
NOHope#11605,2455,814,116,799499,2019-02-27
PyroSFX#1980,1668,815,116,799716,2019-03-11
jediwarrior#1183,1704,816,116,800199,2019-03-10
Magellan#1290,1800,817,116,800849,2019-02-25
Archon#12962,2213,818,116,802366,2019-03-22
RodCross#1796,1461,819,116,802483,2019-03-22
DoMouranth#1578,1462,820,116,803083,2019-02-01
Rico#1209,1580,821,116,803566,2019-03-19
Ferginator#1162,1262,822,116,805366,2019-02-11
Savage#1251,1151,823,116,806949,2019-02-08
Stallone#1107,2077,824,116,808050,2019-02-21
FerdaD#1117,2225,825,116,808250,2019-03-28
Shueming#1614,1600,826,116,808483,2019-03-06
epz#1852,1376,827,116,809916,2019-02-21
chellante#6406,2720,828,116,810199,2019-03-03
Thechosen#1972,2545,829,116,811383,2019-03-24
trinitenz#1290,1283,830,116,812366,2019-03-17
CandyCane#11260,2390,831,116,812632,2019-03-07
Kablammo#1471,1511,832,116,812983,2019-03-24
Icebluesky#1333,2653,833,116,813900,2019-02-18
Krysk#1763,1714,834,116,814316,2019-03-16
zakk#11504,1322,835,116,814566,2019-03-31
Hundur#1258,1312,836,116,815050,2019-02-22
Xshayarsha#1175,2623,837,116,815216,2019-02-18
Madness#12601,1952,838,116,815466,2019-02-08
charles#1112,1800,839,116,816316,2019-03-07
陰錯#3965,2055,840,116,817550,2019-04-06
NoNoob#11354,1558,841,116,817766,2019-03-30
lee#1571,1443,842,116,817800,2019-02-26
Bodybags44#1804,1366,843,116,819083,2019-02-15
Meunforgiven#1524,1560,844,116,819699,2019-04-04
Fydor#1979,2115,845,116,820383,2019-02-26
shaba#11312,1330,846,116,821000,2019-02-04
gonjareya#1674,1265,847,116,821449,2019-02-10
Divine122#1966,1782,848,116,821533,2019-03-14
KuRe#1246,1992,849,116,821799,2019-03-05
Raazor#1564,1330,850,116,821866,2019-02-07
rkz#11853,2196,851,116,822066,2019-03-03
Choy#1718,1221,852,116,822250,2019-03-01
Eddie#13883,2243,853,116,822283,2019-03-06
Klonoa#1890,2411,854,116,822583,2019-03-15
glenin#1367,1747,855,116,825133,2019-02-15
Gusto#1262,1427,856,116,825666,2019-04-05
KeenDzaDza#1365,1386,857,116,826349,2019-04-06
HitmaN#12679,2065,858,116,826516,2019-04-02
Taylin#1891,1293,859,116,828099,2019-03-13
Beep#11108,1301,860,116,828283,2019-01-31
wallsoon#1147,1700,861,116,828349,2019-03-23
RawFlex#1617,1846,862,116,828700,2019-02-12
Luz#12436,1790,863,116,829166,2019-03-17
Tarithal#1840,1262,864,116,830566,2019-02-05
PauliN#1639,1797,865,116,832033,2019-02-22
GENoLife#1202,1924,866,116,832949,2019-02-28
patrickccsc#1823,1857,867,116,833216,2019-02-10
FredoPlays#1698,1717,868,116,833400,2019-03-30
Rudzud#1460,1324,869,116,833500,2019-03-26
gatorz3r0#1941,1725,870,116,833599,2019-03-08
brian#11840,1313,871,116,834333,2019-02-13
Marcola#11673,1341,872,116,835033,2019-02-10
Ksamurai#3412,1324,873,116,836416,2019-02-22
Jcplugs#11531,1252,874,116,836583,2019-03-10
Owl#1554,1317,875,116,836650,2019-04-06
SneakySquid#153370,1389,876,116,837099,2019-02-09
nadmad#1714,2159,877,116,837799,2019-04-07
LUCASBTT#1622,1972,878,116,838516,2019-02-25
CYF#3352,1617,879,116,839600,2019-03-09
Umadeus#1196,1450,880,116,839600,2019-03-11
demuxq#1719,1380,881,116,839633,2019-02-01
JuHhbbs#11951,1519,882,116,839666,2019-03-05
sac#1753,2105,883,116,839899,2019-03-30
ImmorTaL#1817,2154,884,116,840016,2019-02-20
Ruloze#1804,1365,885,116,840083,2019-03-02
QcKetchup#1381,1794,886,116,840733,2019-04-01
Mrsa#1168,1624,887,116,841383,2019-02-14
RangerRed#1139,1659,888,116,841766,2019-02-07
HaiXin#11628,1275,889,116,842200,2019-02-23
Maghá#1666,2360,890,116,842416,2019-04-06
Crispy#1289,1363,891,116,842699,2019-04-07
抓抓#4380,2286,892,116,842716,2019-02-22
WILLIAMWU#3409,1419,893,116,843149,2019-02-28
Venjay#1835,1475,894,116,843333,2019-03-08
Qixant#1359,1476,895,116,843599,2019-02-17
dragon67005#1972,1534,896,116,844132,2019-03-24
MightyElf#112145,1645,897,116,845283,2019-03-18
Shonuff#1433,2013,898,116,845299,2019-03-18
KrazyChild#1942,2197,899,116,845616,2019-03-31
Adam#1452,1676,900,116,845883,2019-02-10
Mart26#1255,1570,901,116,846316,2019-04-03
Parmenien#6524,2395,902,116,846316,2019-04-08
Warmachine#1424,1877,903,116,846500,2019-04-06
Aldriana#1879,1344,904,116,846900,2019-03-24
Popbee#11952,2012,905,116,847266,2019-02-15
D3foobars#1739,1331,906,116,847500,2019-02-23
pwner#1707,1275,907,116,847616,2019-02-24
EvanLeeArt#3992,1594,908,116,848050,2019-02-12
SSSB#1736,1433,909,116,848216,2019-04-07
zhenigma#1670,1284,910,116,848350,2019-01-29
Zecka#1975,1263,911,116,850099,2019-01-30
蛋餅之霸#4439,1404,912,116,850216,2019-02-16
MrCheavers#1633,1211,913,116,850982,2019-03-09
KPOP#1942,1707,914,116,851682,2019-02-08
moonfifi#1114,1352,915,116,851933,2019-03-30
SSMagic2015#1768,1379,916,116,852466,2019-02-05
Puff#1458,1254,917,116,852683,2019-02-12
Cyliew#6707,1095,918,116,853449,2019-02-14
Puck#1526,1988,919,116,853766,2019-03-29
DaleRupp#1488,1697,920,116,853816,2019-03-15
Notme#1890,1982,921,116,854966,2019-03-25
ztsky#1517,1727,922,116,855216,2019-02-15
Ethan1123#1553,1848,923,116,856032,2019-03-04
shadowspawn#11303,3065,924,116,856633,2019-03-17
HyperX#11774,1646,925,116,857233,2019-03-12
Tiamat#1102,1293,926,116,858516,2019-04-08
RatRider#1658,2268,927,116,859066,2019-03-03
jen#1851,1962,928,116,859166,2019-04-07
Shulman#11409,1707,929,116,859449,2019-02-22
WitchKling#1886,1304,930,116,859966,2019-02-12
GhostBear#11451,1711,931,116,860032,2019-02-07
BigBabyGzuz#1550,1558,932,116,860283,2019-03-06
ReCruTa#1278,1696,933,116,860633,2019-02-07
Justin#15521,2413,934,116,860816,2019-03-19
Gobosin#1266,1384,935,116,860850,2019-03-23
Bnasty#11345,1360,936,116,861083,2019-02-15
MingDD#1881,1340,937,116,861282,2019-02-20
Lachmey#1956,1116,938,116,861932,2019-02-23
dimasfreitas#1292,1737,939,116,861966,2019-02-23
Jefe78#1744,1254,940,116,862500,2019-02-11
Jolek#1857,1227,941,116,862633,2019-02-07
Garth#1584,1549,942,116,862733,2019-01-30
Bearole#1724,1201,943,116,862949,2019-02-25
LaCosa#1278,1457,944,116,863216,2019-03-26
Colin1809#1340,1406,945,116,863232,2019-02-21
JCNINJA#1587,1494,946,116,863483,2019-02-07
ragingpanda#1818,1331,947,116,863916,2019-02-22
crazywind#11186,1369,948,116,864000,2019-04-03
Hardy#1317,1188,949,116,864799,2019-02-24
hizaika#1458,1291,950,116,864833,2019-02-15
SQUATCH#1685,1458,951,116,864966,2019-03-21
LandPuma#1732,1276,952,116,865016,2019-02-18
Lashyon#1262,1493,953,116,865566,2019-04-04
dsmiranda#1484,2523,954,116,865632,2019-04-03
GUNNERS#6924,2220,955,116,866050,2019-04-02
StackDaddy#1804,2451,956,116,866133,2019-02-24
Elith#1655,1370,957,116,866283,2019-03-03
HughLaurie#1532,1338,958,116,866399,2019-03-23
Frost1337#1773,1252,959,116,866416,2019-02-23
讓我登進去#3403,1376,960,116,866833,2019-03-13
Thhcg#1632,1674,961,116,867132,2019-02-28
最光陰#41907,3028,962,116,867399,2019-03-29
Nagash#1790,1488,963,116,867849,2019-03-12
PawtucketPat#1722,1416,964,116,867866,2019-02-20
Rogue77777#1252,1818,965,116,867916,2019-03-29
NegroMafioso#1486,1334,966,116,868133,2019-03-18
Csurfer#1519,1714,967,116,868200,2019-02-24
Axx#6775,1257,968,116,868500,2019-02-16
Anarki#11236,1368,969,116,868766,2019-02-15
Elcie#1660,1513,970,116,869583,2019-02-19
Servatus#1603,1250,971,116,869833,2019-02-13
Strawberry#1255,1638,972,116,870233,2019-04-08
BMORC#1296,2030,973,116,873483,2019-03-26
joebird350#1747,1715,974,116,873715,2019-03-25
Spectral#1739,1746,975,116,874316,2019-02-14
DemonicHaze#11250,1672,976,116,874483,2019-03-22
SamliarLove#1236,2169,977,116,875766,2019-02-10
LUCKYCHIX#1861,1723,978,116,875783,2019-03-14
Alavar#1624,1407,979,116,876349,2019-03-12
BTek#11610,1544,980,116,877216,2019-02-24
Apologize#1614,2311,981,116,877499,2019-03-15
blueberry#1396,2513,982,116,878099,2019-03-08
ShadWalker#1719,1262,983,116,878116,2019-03-17
Tempted#1754,2332,984,116,878132,2019-04-03
EVLr3dmption#1590,1231,985,116,878532,2019-02-02
太子龍#3953,1373,986,116,878816,2019-03-13
Demonix#1812,1446,987,116,879249,2019-02-17
JonesTseng#3760,1538,988,116,879483,2019-02-24
Cheapness#11912,1471,989,116,880016,2019-02-17
lulanamour#1181,1694,990,116,880033,2019-02-27
Roc#1131,1407,991,116,880100,2019-03-15
ayahtolla#1706,1422,992,116,880449,2019-02-23
SirWilliams#1378,1432,993,116,880932,2019-02-15
Kydrah#1276,1293,994,116,881016,2019-02-08
sammii#1686,1909,995,116,881183,2019-04-02
Spyrahl#1473,1630,996,116,881466,2019-03-31
HeBear#1504,2007,997,116,881533,2019-03-14
DEVOURED85#1328,1248,998,116,882033,2019-03-09
Grendel#1437,1210,999,116,882099,2019-02-03
BooMBooM79#1863,1586,1000,116,882199,2019-02-23
